SlaT-3025-n1	peto	v#v-w564_MPf11_MP	peto-NEW-19	v#01825237	to be a candidate for office
SlaT-3025-n2	comparo	v#v-w558_MPf10_MP	comparo2-02	v#01651444	
SlaT-3025-n9	proximus	v#v-w1036_MPf4_MP			
SlaT-3025-n11	spero	v#v-w222_MPf6_MP	spero-08	v#01826723	
SlaT-3025-n12	designo	v#v-w55_MPf7_MP	designo-08	v#02391803	
SlaT-3025-n13	utor	v#v-w28_MPf8_MP	utor-05	v#01224415	
SlaT-3025-n16	voluntas	v#v-w1232_MPf3_MP	uolo-11	v#01825237	
3026a2	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3026-n6	paro	v#v-w572_MPf12_MP	paro-07	v#01638368	
SlaT-3027-n2	desum	v#v-w229_MPf9_MP	desum-NEW-03	v#02632567	be without, lack; be deficient in
SlaT-3027-n6	caveo	v#v-w843_MPf2_MP	caueo-02	v#00724664	
SlaT-3028-n2	efficio	v#v-w476_MPf6_MP	efficio-18	v#01752884	
SlaT-3028-n7	polliceor	v#v-w822_MPf4_MP	polliceor-01/polliceor-02	v#00884317/v#00889555	
SlaT-3028-n10	prodo	v#v-w777_MPf3_MP	prodo-05	v#00841986	
SlaT-3028-n14	memoro	v#v-w694_MPf15_MP	memoro-05	v#01024190	
SlaT-3028-n18	consilium	v#v-w316_MPf7_MP	consilium-12	n#05907682	
SlaT-3029-n1	perpello	v#v-w1268_MPf1_MP	perpello-03	v#02560424	
SlaT-3029-n6	pactio	v#v-w1269_MPf1_MP	paciscor-NEW-01	v#00764782	come to terms; arrive at an agreement
SlaT-3029-n8	sentio	v#v-w574_MPf3_MP	sentio-17	v#01771535	
SlaT-3030-n1	habeo	v#v-w73_MPf15_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3031-n1	constituo	v#v-w605_MPf8_MP			
SlaT-3031-n3	venio	v#v-w34_MPf7_MP	uenio-03	v#00341917	
SlaT-3031-n6	cedo	v#v-w583_MPf5_MP	cedo-29	v#02610845	
SlaT-3031-n10	petitio	v#v-w1246_MPf2_MP	peto-NEW-19	v#01825237	to be a candidate for office
SlaT-3031-n14	facio	v#v-w76_MPf13_MP	facio-19	v#01648126	
SlaT-3031-n20	facio	v#v-w76_MPf24_MP	facio-25	v#01752884	
SlaT-3031-n22	experior	v#v-w136_MPf3_MP	experior-07	v#02590072	
SlaT-3031-n25	evenio	v#v-w724_MPf4_MP	ueuenio-05	v#02610845	
SlaT-3031-n26	tento	v#v-w105_MPf4_MP	tempto-10	v#02530167	
3032a1	dimitto	v#v-w649_MPf14_MP	dimitto-07	v#01955127	
3032a2	dimitto	v#v-w649_MPf15_MP	dimitto-07	v#01955127	
SlaT-3032-n16	dimitto	v#v-w649_MPf15_MP	dimitto-07	v#01955127	
3032a3	dimitto	v#v-w649_MPf16_MP	dimitto-07	v#01955127	
SlaT-3032-n23	credo	v#v-w146_MPf16_MP	credo-01	v#00631737	
SlaT-3032-n25	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3033-n1	molior	v#v-w899_MPf2_MP	molior-03	v#00710005	
SlaT-3034-n2	tendo	v#v-w176_MPf17_MP	tendo-NEW-19	v#01638368	make or work out a plan for; devise
SlaT-3034-n5	paro	v#v-w572_MPf10_MP	paro-07	v#01638368	
SlaT-3034-n7	obsido	v#v-w1270_MPf1_MP	obsideo-06	v#01126961	
SlaT-3034-n11	armo	v#v-w865_MPf3_MP	armo-06	v#01088381	
SlaT-3035-n3	sum	v#v-w2_MPf113_MP	abstract		
SlaT-3035-n5	iubeo	v#v-w563_MPf4_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
SlaT-3035-n8	hortor	v#v-w710_MPf6_MP	hortor-02	v#00771341	
SlaT-3035-n9	sum	v#v-w2_MPf111_MP	have-mod-91		
SlaT-3035-n12	intendo	v#v-w29_MPf12_MP	intendo-06	v#00722232	
SlaT-3035-n13	paro	v#v-w572_MPf4_MP	paro-01	v#00406243	
SlaT-3036-n6	festino	v#v-w860_MPf5_MP	festino-02	v#00459498	
SlaT-3036-n7	vigilo	v#v-w1271_MPf3_MP	uigilo-02	v#02151966	
SlaT-3036-n8	fatigo	v#v-w776_MPf3_MP	fatigo-01	v#00075021	
SlaT-3037-n4	procedo	v#v-w85_MPf36_MP	procedo-02	v#00248659	
SlaT-3037-n5	agito	v#v-w631_MPf4_MP	agito-NEW-16	v#02445509	direct the course of; manage or control
SlaT-3037-n3	convoco	v#v-w1096_MPf3_MP	conuoco-03/conuoco-04/conuoco-05	v#00793037/v#01380638/v#02598143	
SlaT-3037-n12	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3037-n17	doceo	v#v-w165_MPf25_MP	doceo-04	v#00831651	
SlaT-3037-n19	queror	v#v-w616_MPf7_MP	queror-05	v#00911350	
SlaT-3037-n24	praemitto	v#v-w326_MPf7_MP	praemitto-01	v#01955127	
SlaT-3037-n29	paro	v#v-w572_MPf13_MP	paro-01	v#00406243	
SlaT-3037-n31	capio	v#v-w106_MPf8_MP	capio-15	v#01214265	
3037a8	praemitto	v#v-w326_MPf8_MP	praemitto-01	v#01955127	
SlaT-3037-n35	facio	v#v-w76_MPf24_MP	facio-25	v#01752884	
SlaT-3037-n42	cupio	v#v-w215_MPf3_MP	cupio-03/cupio-05	v#01825237/v#01828405	
SlaT-3037-n43	proficiscor	v#v-w645_MPf10_MP	proficiscor-05	v#01992503	
SlaT-3037-n46	opprimo	v#v-w703_MPf3_MP	opprimo-01	v#00462092	
3038a1	doceo	v#v-w165_MPf25_MP	doceo-04	v#00831651	
SlaT-3038-n1	officio	v#v-w1272_MPf1_MP	officio-03/officio-04	v#02451370/v#02451912	
SlaT-3038-n3	consilium	v#v-w316_MPf4_MP	consilium-10	n#05901508	
SlaT-3039-n1	constituo	v#v-w605_MPf9_MP	constituo-07	v#00697589	
SlaT-3039-n13	polliceor	v#v-w822_MPf4_MP	polliceor-01/polliceor-02	v#00884317/v#00889555	
SlaT-3039-n4	perterreo	v#v-w1273_MPf2_MP	perterreo-01	v#01780941	
SlaT-3039-n5	dubito	v#v-w608_MPf5_MP	dubito-02	v#00687523	
SlaT-3039-n22	introeo	v#v-w1274_MPf1_MP	introeo-03	v#02016523	
SlaT-3039-n28	armo	v#v-w865_MPf3_MP	armo-06	v#01088381	
SlaT-3039-n29	saluto	v#v-w1275_MPf1_MP	saluto-02	v#00899597	
SlaT-3039-n31	confodio	v#v-w1276_MPf1_MP	confodio-01	v#00102586	
SlaT-3040-n1	enuntio	v#v-w971_MPf2_MP	enuntio-NEW-13	v#00831651	impart knowledge of some fact, state or affairs, or event to
SlaT-3040-n3	intelligo	v#v-w117_MPf25_MP	intellego-03	v#00592341	
SlaT-3040-n4	impendeo	v#v-w1395_MPf1_MP	impendeo-NEW-01	v#02744061	impend; [WN] hang over, as of something threatening, dark, or menacing
SlaT-3040-n12	paro	v#v-w572_MPf4_MP	paro-07	v#01638368	
SlaT-3041-n1	suscipio	v#v-w763_MPf2_MP	suscipio-NEW-21	v#01712704	carry out or perform an action
SlaT-3041-n4	prohibeo	v#v-w381_MPf8_MP	prohibeo-08	v#02451113	
SlaT-3042-n4	sollicito	v#v-w1031_MPf5_MP	sollicito-05	v#00851239	
SlaT-3042-n7	cupidus	v#v-w1278_MPf2_MP			
SlaT-3042-n15	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789	
SlaT-3042-n16	dominatio	v#v-w1144_MPf3_MP	dominor-03	v#02586619	
3042a3	sollicito	v#v-w1031_MPf5_MP	sollicito-05	v#00851239	
SlaT-3042-n27	sum	v#v-w2_MPf102_MP	have-location-91		
SlaT-3042-n36	facio	v#v-w76_MPf53_MP	relinquo-05	v#01842367	
SlaT-3042-n39	libido	v#v-w1112_MPf5_MP			
SlaT-3043-n1	refero	v#v-w566_MPf7_MP			
SlaT-3043-n2	nuntio	v#v-w682_MPf3_MP	nuntio-03	v#00870213	
SlaT-3043-n5	permoveo	v#v-w1279_MPf1_MP	permoeuo-04	v#01764171	
SlaT-3043-n10	tueor	v#v-w653_MPf4_MP	tueor-06/tueor-07/tueor-14	v#01128193/v#01129337/v#02280132	
SlaT-3043-n14	consilium	v#v-w316_MPf1_MP			
SlaT-3043-n16	longus	v#v-w1402_MPf3_MP			
SlaT-3043-n17	habeo	v#v-w73_MPf63_MP			
3043a7	sum	v#v-w2_MPf96_MP	have-mod-91		
SlaT-3043-n23	sum	v#v-w2_MPf212_MP	abstract - have-mod-91?		
SlaT-3043-n24	consilium	v#v-w316_MPf1_MP			
SlaT-3043-n27	comperio	v#v-w816_MPf2_MP	comperio-NEW-09	v#00721302	learn or discover with certainty
SlaT-3043-n29	exagito	v#v-w1200_MPf2_MP	exagito-04	v#00944548	
SlaT-3044-n1	decerno	v#v-w635_MPf7_MP	decerno-11	v#01027508	
SlaT-3044-n3	soleo	v#v-w573_MPf7_MP	soleo-02	v#02370131	
SlaT-3044-n9	do	v#v-w72_MPf6_MP	do-operam-NEW-01	v#02549581	take charge of or deal with
SlaT-3044-n12	capio	v#v-w106_MPf9_MP	capio-NEW-56	v#02109190	undergo or be subjected to
SlaT-3045-n1	permitto	v#v-w107_MPf4_MP	permitto-02	v#00806049	
SlaT-3045-n2	potestas	v#v-w1087_MPf2_MP	potestas-17	n#14442933	
3046a2	potestas	v#v-w1087_MPf2_MP	potestas-17	n#14442933	
SlaT-3046-n2	paro	v#v-w572_MPf14_MP	paro-01	v#00406243	
SlaT-3046-n4	gero	v#v-w570_MPf7_MP	gero-15	v#02445509	
SlaT-3046-n6	coerceo	v#v-w847_MPf4_MP	coerceo-14	v#02422663	
SlaT-3046-n12	habeo	v#v-w73_MPf19_MP	have-91		
SlaT-3047-n1	sum	v#v-w2_MPf257_MP	belong-91		
SlaT-3047-n3	iussus	v#v-w1099_MPf3_MP	iubeo-02	v#00746718	
SlaT-3048-n1	recito	v#v-w1280_MPf1_MP	recito-02	v#01051364	
SlaT-3048-n10	dico	v#v-w9_MPf35_MP	dico2-21	v#01016002	
SlaT-3048-n11	affero	v#v-w226_MPf8_MP	affero-07	v#02077656	
SlaT-3048-n15	scribo	v#v-w603_MPf7_MP	scribo-02	v#00993014	
SlaT-3048-n17	capio	v#v-w106_MPf14_MP	capio-15	v#01214265	
SlaT-3049-n2	nuntio	v#v-w682_MPf4_MP	nuntio-05	v#00873682	
SlaT-3049-n6	soleo	v#v-w573_MPf7_MP	soleo-02	v#02370131	
3049a1	nuntio	v#v-w682_MPf5_MP	nuntio-05	v#00873682	
SlaT-3049-n16	fio	v#v-w565_MPf14_MP	fio-02	v#00339934	
SlaT-3049-n18	porto	v#v-w807_MPf6_MP	porto-01/porto-07	v#00047745/v#02717102	
SlaT-3049-n20	moveo	v#v-w360_MPf29_MP	moueo-15	v#01651293	
3050a1	mitto	v#v-w228_MPf32_MP	mitto-18	v#01955127	
SlaT-3050-n11	mitto	v#v-w228_MPf33_MP	mitto-18	v#01955127	
SlaT-3050-n19	sum	v#v-w2_MPf128_MP	identity-91		
SlaT-3050-n24	impedio	v#v-w151_MPf8_MP	impedio-03	v#02557199	
SlaT-3050-n25	triumpho	v#v-w1281_MPf1_MP	triumpho-04	v#01924505	
SlaT-3050-n28	sum	v#v-w2_MPf123_MP	belong-91		
SlaT-3050-n30	vendo	v#v-w864_MPf3_MP	uendo-02	v#02242464	
3050a7	mitto	v#v-w228_MPf32_MP	mitto-18	v#01955127	
3050a8	mitto	v#v-w228_MPf31_MP	mitto-18	v#01955127	
SlaT-3050-n51	permitto	v#v-w107_MPf5_MP	permitto-02	v#00806049	
SlaT-3050-n53	comparo	v#v-w558_MPf10_MP	comparo2-02	v#00406243	
SlaT-3051-n1	decerno	v#v-w635_MPf8_MP	decerno-11	v#01027508	
SlaT-3051-n4	indico	v#v-w1282_MPf1_MP	indico-03	v#00933821	
SlaT-3051-n6	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3051-n7	facio	v#v-w76_MPf17_MP	facio-23	v#01712704	
SlaT-3051-n29	distribuo	v#v-w1283_MPf1_MP	distribuo-02	v#01504130	
SlaT-3051-n39	habeo	v#v-w73_MPf19_MP	habeo-15	v#02445509	
SlaT-3051-n43	vigilia	v#v-w1103_MPf4_MP	uigilo-02	v#02151966	
SlaT-3051-n44	praesum	v#v-w815_MPf2_MP	praesum-01	v#00751887	
SlaT-3136-n2	habeo	v#v-w73_MPf64_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3136-n6	capio	v#v-w106_MPf10_MP	decido-02	v#00697589	
SlaT-3136-n8	consilium	v#v-w316_MPf1_MP			
SlaT-3137-n1	sum	v#v-w2_MPf102_MP	have-place-91		
SlaT-3137-n6	alienus	v#v-w1336_MPf3_MP			
SlaT-3137-n7	studium	v#v-w59_MPf8_MP			
3138a1	sum	v#v-w2_MPf112_MP	have-place-91		
SlaT-3138-n6	consilium	v#v-w316_MPf1_MP			
SlaT-3138-n7	tueor	v#v-w653_MPf3_MP	tueor-06/tueor-07/tueor-14	v#01128193/v#01129337/v#02280132	
SlaT-3139-n1	vinco	v#v-w143_MPf4_MP	uinco-04	v#01105639	
SlaT-3139-n2	volvo	v#v-w798_MPf3_MP	uoluo-02	v#00630380	
SlaT-3140-n1	aperio	v#v-w699_MPf7_MP	aperio-03	v#00933821	
SlaT-3140-n7	utor	v#v-w28_MPf6_MP	utor-08	v#02290461	
SlaT-3140-n14	cognosco	v#v-w118_MPf25_MP	cognosco-03	v#00594621	
SlaT-3141-n1	praecipio	v#v-w171_MPf4_MP	praecipio-03	v#00747135	
SlaT-3141-n3	cognosco	v#v-w118_MPf24_MP	cognosco-03	v#00594621	
SlaT-3141-n5	consilium	v#v-w316_MPf1_MP			
SlaT-3141-n8	simulo	v#v-w850_MPf2_MP	simulo-NEW-01	v#00838043	make believe with the intent to deceive
SlaT-3141-n9	studium	v#v-w59_MPf8_MP			
SlaT-3141-n10	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3141-n12	adeo	v#v-w933_MPf3_MP	adeo2-03	v#01844048	
SlaT-3141-n14	polliceor	v#v-w822_MPf6_MP	polliceor-01/polliceor-02	v#00884317/v#00889555	
SlaT-3141-n16	do	v#v-w72_MPf26_MP	nitor-06	v#02531199	
SlaT-3141-n18	habeo	v#v-w73_MPf65_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3142-n1	sum	v#v-w2_MPf128_MP	have-place-91		
SlaT-3142-n17	motus	v#v-w274_MPf4_MP	moueo-05	v#00520019	
SlaT-3143-n2	ago	v#v-w250_MPf17_MP	ago-17	v#02367363	
SlaT-3143-n5	dimitto	v#v-w649_MPf8_MP	dimitto-07	v#01955127	
SlaT-3144-n1	efficio	v#v-w476_MPf7_MP	efficio-11/efficio-18	v#01645601/ v#01752884	
SlaT-3144-n3	consilium	v#v-w316_MPf1_MP	conuoco-03/conuoco-04/conuoco-05	v#00793037/v#01380638/v#02598143	
SlaT-3144-n5	portatio	v#v-w1337_MPf1_MP	porto-04	v#01449974	
SlaT-3144-n10	festino	v#v-w860_MPf4_MP	festino-02	v#00459498	
SlaT-3144-n11	agito	v#v-w631_MPf5_MP	agito-09	v#01889610	
SlaT-3144-n14	timor	v#v-w1104_MPf4_MP	timeo-01	v#01780202	
3144a4	efficio	v#v-w476_MPf7_MP	efficio-11/efficio-18	v#01645601/ v#01752884	
SlaT-3145-n2	conjicio	v#v-w867_MPf4_MP	conicio-15	v#01494310	
SlaT-3145-n13	cognosco	v#v-w118_MPf24_MP	cognosco-10	v#02154508	
SlaT-3145-n14	causa	v#v-w258_MPf3_MP			
3145a3	conjicio	v#v-w867_MPf4_MP	conicio-15	v#01494310	
SlaT-3145-n22	praesum	v#v-w815_MPf3_MP	praesum-06	v#02586619	
SlaT-3146-n2	constituo	v#v-w605_MPf10_MP	constituo-07	v#00697589	
SlaT-3146-n6	sum	v#v-w2_MPf100_MP	have-role-91		
SlaT-3146-n9	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3146-n10	paro	v#v-w572_MPf10_MP	paro-01	v#00406243	
SlaT-3146-n11	video	v#v-w16_MPf21_MP	uideo-11	v#02134672	
SlaT-3146-n15	venio	v#v-w34_MPf13_MP	uenio-07	v#02005948	
SlaT-3146-n25	habeo	v#v-w73_MPf19_MP	habeo-NEW-29	v#01733477	organise or be responsible for
SlaT-3146-n27	queror	v#v-w616_MPf5_MP	queror-05	v#00911350	
SlaT-3146-n28	actio	v#v-w960_MPf2_MP	ago-17	v#02367363	
SlaT-3146-n30	impono	v#v-w369_MPf8_MP	impono-04	v#00748282	
3147a2	constituo	v#v-w605_MPf10_MP	constituo-07	v#00697589	
SlaT-3147-n1	exsequor	v#v-w848_MPf2_MP	exsequor-06	v#01712704	
SlaT-3147-n5	proximus	v#v-w1036_MPf4_MP			
SlaT-3147-n8	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3148-n2	dico	v#v-w9_MPf74_MP	dico2-21	v#01016002	
SlaT-3148-n4	divido	v#v-w510_MPf2_MP	diuido-16	v#02031158	
3149a1	dico	v#v-w9_MPf86_MP	dico2-21	v#01016002	
SlaT-3149-n1	incendo	v#v-w762_MPf6_MP	incendo-06	v#02761372	
SlaT-3149-n12	fio	v#v-w565_MPf15_MP	fio-01	v#00149583	
SlaT-3149-n15	aditus	v#v-w1058_MPf4_MP	adeo2-04	v#02053941	
SlaT-3149-n19	paro	v#v-w572_MPf17_MP	paro-07	v#01638368	
3150a1	dico	v#v-w9_MPf86_MP	dico2-21	v#01016002	
SlaT-3150-n3	obsido	v#v-w1270_MPf2_MP	obsido-03	v#01126700	
SlaT-3150-n6	aggredior	v#v-w779_MPf4_MP	aggredior-05	v#01120069	
3151a1	dico	v#v-w9_MPf86_MP	dico2-21	v#01016002	
3151a2	interficio	v#v-w604_MPf5_MP	interficio-01	v#01323958	
SlaT-3151-n5	interficio	v#v-w604_MPf3_MP	interficio-01	v#01323958	
SlaT-3151-n8	sum	v#v-w2_MPf133_MP	abstract		
3152a1	dico	v#v-w9_MPf86_MP	dico2-21	v#01016002	
SlaT-3152-n1	erumpo	v#v-w911_MPf3_MP	erumpo-NEW-16	v#02015031	set out in a sudden, energetic or violent manner
SlaT-3152-n3	percello	v#v-w1152_MPf3_MP	percello-05	v#01770501	
SlaT-3153-n1	queror	v#v-w616_MPf5_MP	queror-05	v#00911350	
SlaT-3153-n4	paro	v#v-w572_MPf4_MP	paro-07	v#01638368	
SlaT-3153-n5	decerno	v#v-w635_MPf10_MP	decerno-02	v#00697589	
3154a1	queror	v#v-w616_MPf6_MP	queror-05	v#00911350	
SlaT-3154-n1	corrumpo	v#v-w514_MPf6_MP	corrumpo-13	v#02527651	
SlaT-3154-n4	dubito	v#v-w608_MPf5_MP	dubito-05	v#02640440	
SlaT-3154-n5	prolato	v#v-w1338_MPf1_MP	prolato-04	v#02642814	
3155a1	queror	v#v-w616_MPf6_MP	queror-05	v#00911350	
SlaT-3155-n5	opus	v#v-w1019_MPf3_MP	opus-23	n#09367203	
SlaT-3155-n7	facio	v#v-w76_MPf30_MP	facio-02	v#00014549	
SlaT-3155-n8	consulo	v#v-w630_MPf7_MP	consulo-04	v#00699626	
SlaT-3155-n10	facio	v#v-w76_MPf24_MP	facio-23	v#01712704	
SlaT-3155-n12	adjuvo	v#v-w791_MPf2_MP	adiuuo-02	v#02547586	
SlaT-3155-n14	langueo	v#v-w1339_MPf2_MP	langueo-05	v#02417504	
SlaT-3156-n2	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3156-n9	puto	v#v-w145_MPf7_MP	puto-09	v#00689344	
SlaT-3157-n2	convenio	v#v-w93_MPf31_MP	conuenio-NEW-15	v#02240481	try to get or reach
SlaT-3158-n1	postulo	v#v-w768_MPf6_MP	postulo-01	v#00752764	
SlaT-3158-n9	iuro	v#v-w903_MPf3_MP	iuro-05	v#00889947	
SlaT-3158-n10	perfero	v#v-w695_MPf5_MP	perfero-10	v#01449974	
SlaT-3158-n12	signo	v#v-w543_MPf1_MP	signo-09	v#01356582 	
3159a1	postulo	v#v-w768_MPf8_MP	postulo-01	v#00752764	
SlaT-3159-n1	impello	v#v-w671_MPf9_MP	impello-08/impello-11	v#01650425/v#02506546	
SlaT-3160-n2	do	v#v-w72_MPf30_MP	do-04	v#00806049	
SlaT-3160-n4	suspicor	v#v-w134_MPf3_MP	suspicor-04	v#00687926	
SlaT-3160-n6	polliceor	v#v-w822_MPf3_MP	polliceor-01/polliceor-02	v#00884317/v#00889555	
SlaT-3160-n8	venio	v#v-w34_MPf9_MP	uenio-07	v#02005948	
SlaT-3160-n12	proficiscor	v#v-w645_MPf15_MP	proficiscor-07	v#02009433	
SlaT-3161-n1	mitto	v#v-w228_MPf36_MP	mitto-18	v#01955127	
SlaT-3161-n9	confirmo	v#v-w206_MPf13_MP	confirmo-01	v#00165450	
SlaT-3161-n12	pergo	v#v-w743_MPf2_MP	pergo-02	v#01995549	
SlaT-3161-n15	do	v#v-w72_MPf20_MP	do-28	v#02294436	
SlaT-3161-n16	accipio	v#v-w217_MPf33_MP	accipio-16	v#02236124	
SlaT-3162-n1	do	v#v-w72_MPf24_MP	do-20	v#02230772	
SlaT-3162-n6	scribo	v#v-w603_MPf6_MP	scribo-03	v#01000214	
SlaT-3163-n1	cognosco	v#v-w118_MPf25_MP	cognosco-06	v#00598954	
SlaT-3163-n2	sum	v#v-w2_MPf119_MP	have-identity-91		
SlaT-3163-n5	mitto	v#v-w228_MPf11_MP	mitto-18	v#01955127	
SlaT-3164-n1	facio	v#v-w76_MPf54_MP	facio-23	v#01712704	
SlaT-3164-n3	cogito	v#v-w185_MPf19_MP	cogito2-04	v#00629889	
SlaT-3164-n4	sum	v#v-w2_MPf128_MP	have-place-91		
SlaT-3164-n7	memini	v#v-w1340_MPf1_MP	memini-02/memini-03	v#00609506/v#00609683	
SlaT-3164-n8	sum	v#v-w2_MPf100_MP	have-identity-91		
3165a1	facio	v#v-w76_MPf54_MP	facio-23	v#01712704	
SlaT-3165-n1	considero	v#v-w27_MPf11_MP	considero-03	v#00711715	
SlaT-3165-n2	postulo	v#v-w768_MPf12_MP	postulo-06	v#01188725	
3166a1	facio	v#v-w76_MPf54_MP	facio-23	v#01712704	
SlaT-3166-n1	peto	v#v-w564_MPf8_MP	peto-03	v#00752493	
SlaT-3166-n2	auxilium	v#v-w1110_MPf6_MP	auxilior-03	v#02547586	
SlaT-3167-n1	do	v#v-w72_MPf32_MP	do-02	v#00742320	
SlaT-3167-n3	mando	v#v-w788_MPf5_MP	mando-01	v#00746718	
3168a1	do	v#v-w72_MPf33_MP	do-02	v#00742320	
SlaT-3168-n1	repudio	v#v-w1341_MPf1_MP	repudio-04	v#00796976	
SlaT-3168-n2	iudico	v#v-w456_MPf6_MP	iudico-10	v#00822367	
SlaT-3168-n5	consilium	v#v-w316_MPf1_MP			
3169a1	do	v#v-w72_MPf13_MP	do-02	v#00742320	
SlaT-3169-n1	sum	v#v-w2_MPf111_MP	have-mod-91		
SlaT-3169-n3	paro	v#v-w572_MPf4_MP	paro-01	v#00406243	
SlaT-3169-n4	iubeo	v#v-w563_MPf4_MP	iubeo-02/iubeo-04	v#00746718/v#00747135	
3170a1	do	v#v-w72_MPf34_MP	do-02	v#00742320	
SlaT-3170-n1	cunctor	v#v-w1342_MPf1_MP	cunctor-04	v#02058590	
SlaT-3170-n3	accedo	v#v-w75_MPf7_MP	accedo-05/accedo-06	v#01992503/v#01994288 	
SlaT-3171-n1	impero	v#v-w601_MPf6_MP	impero-03	v#00747135	
SlaT-3171-n2	ago	v#v-w250_MPf19_MP	ago-17	v#02367363	
SlaT-3171-n6	constituo	v#v-w605_MPf11_MP	constituo-22	v#01647543	
SlaT-3171-n8	proficiscor	v#v-w645_MPf16_MP	proficiscor-06/proficiscor-07/proficiscor-08	v#02008396/v#02009433/v#02014165	
SlaT-3171-n11	edoceo	v#v-w553_MPf4_MP	edoceo-03	v#00873682	
SlaT-3171-n23	deprehendo	v#v-w797_MPf2_MP	deprehendo-07	v#01215137	
SlaT-3172-n1	aperio	v#v-w699_MPf4_MP	aperio-03	v#00933821	
SlaT-3172-n4	mitto	v#v-w228_MPf37_MP	mitto-18	v#01955127	
SlaT-3173-n1	permitto	v#v-w107_MPf6_MP	permitto-07	v#02423183	
SlaT-3173-n2	ago	v#v-w250_MPf17_MP	ago-17	v#02367363	
SlaT-3173-n5	opus	v#v-w1019_MPf3_MP	opus-23	n#09367203	
SlaT-3173-n6	facio	v#v-w76_MPf30_MP	facio-02	v#00014549	
SlaT-3174-n1	obsido	v#v-w1270_MPf3_MP	obsido-03	v#01126700	
SlaT-3174-n6	conloco	v#v-w1090_MPf3_MP	colloco-21	v#02333689	
SlaT-3174-n9	praecipio	v#v-w171_MPf5_MP	praecipio-03	v#00747135	
SlaT-3175-n3	venio	v#v-w34_MPf15_MP	uenio-07	v#02005948	
SlaT-3175-n8	exorior	v#v-w1343_MPf1_MP	exorior-11	v#02625786	
SlaT-3175-n12	trado	v#v-w148_MPf10_MP	trado-05	v#01115585	
SlaT-3175-n14	cognosco	v#v-w118_MPf24_MP	cognosco-06	v#00598954	
SlaT-3175-n15	consilium	v#v-w316_MPf1_MP			
SlaT-3175-n20	defendo	v#v-w620_MPf4_MP	defendo-10	v#01129876	
SlaT-3175-n23	cohortor	v#v-w1039_MPf2_MP	cohortor-02	v#00771341	
SlaT-3175-n28	obtestor	v#v-w1300_MPf2_MP	obtestor-01	v#00759269	
SlaT-3175-n30	desero	v#v-w626_MPf2_MP	desero-01	v#00614057	
SlaT-3175-n37	sum	v#v-w2_MPf111_MP	have-mod-91		
SlaT-3175-n38	nosco	v#v-w87_MPf13_MP	nosco-02	v#00594337	
SlaT-3175-n40	dedo	v#v-w790_MPf3_MP	dedo-03	v#01115585	
SlaT-3175-n44	diffido	v#v-w1289_MPf2_MP	diffido-02	v#01810933	
3175a9	dedo	v#v-w790_MPf3_MP	dedo-03	v#01115585	
SlaT-3176-n1	declaro	v#v-w249_MPf6_MP	declaro-04	v#00965871	
SlaT-3176-n2	conficio	v#v-w20_MPf3_MP	conficio-02	v#00484166	
SlaT-3176-n7	nuntius	v#v-w1393_MPf2_MP	nuntio-07	v#00928630	
SlaT-3177-n2	occupo	v#v-w595_MPf4_MP	occupo-08	v#01809321	
SlaT-3177-n6	cura	v#v-w314_MPf1_MP			
SlaT-3178-n1	laetor	v#v-w926_MPf2_MP			
SlaT-3178-n3	intelligo	v#v-w117_MPf17_MP	intellego-04	v#00593522	
SlaT-3178-n4	patefacio	v#v-w246_MPf4_MP	patefacio-02	v#00933821	
SlaT-3178-n5	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3178-n6	eripio	v#v-w588_MPf5_MP	eripio-10	v#02551144	
SlaT-3179-n2	sum	v#v-w2_MPf99_MP			
SlaT-3179-n5	dubito	v#v-w608_MPf6_MP	dubito-04	v#01831308	
SlaT-3179-n13	opus	v#v-w1019_MPf3_MP	opus-23	n#09367203	
SlaT-3179-n14	facio	v#v-w76_MPf17_MP	facio-02	v#00014549	
SlaT-3179-n7	deprehendo	v#v-w797_MPf3_MP	deprehendo-03	v#00725748	
SlaT-3180-n1	credo	v#v-w146_MPf16_MP	credo-01	v#00631737	
3180a2	sum	v#v-w2_MPf227_MP	doppio dativo?		
SlaT-3180-n7	sum	v#v-w2_MPf243_MP	doppio dativo?		
